prompt_folder,prompt_text,vendi_inception,vendi_pixel,clip_score,one_minus_ms_ssim,method,prompt_folder_norm,prompt_text_norm,prompt_key
a_fish_on_side_of_a_painting,a fish on side of a painting,2.7535,1.8968,31.8811,0.8779,pg,a_fish_on_side_of_a_painting,a fish on side of a painting,a_fish_on_side_of_a_painting
a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,2.5072,3.2708,37.2961,0.8338,pg,a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,a_fish_on_the_left_of_a_microwave
a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,3.0011,3.2532,34.6856,0.8923,pg,a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,a_fish_on_the_top_of_a_bowl
a_giraffe_near_a_key,a giraffe near a key,3.44,1.5342,39.8023,0.8369,pg,a_giraffe_near_a_key,a giraffe near a key,a_giraffe_near_a_key
a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,2.9521,2.3973,38.0732,0.842,pg,a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,a_giraffe_on_the_left_of_a_lamp
a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,2.2995,2.0234,38.4124,0.938,pg,a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,a_giraffe_on_the_right_of_a_girl
a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,3.0726,2.4263,36.7316,0.9507,pg,a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,a_giraffe_on_the_right_of_a_phone
a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,2.804,1.3608,35.1824,0.548,pg,a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,a_giraffe_on_the_top_of_a_man
a_girl_on_the_left_of_a_bee,a girl on the left of a bee,3.5233,1.824,32.0092,0.8629,pg,a_girl_on_the_left_of_a_bee,a girl on the left of a bee,a_girl_on_the_left_of_a_bee
a_girl_on_the_left_of_a_frog,a girl on the left of a frog,2.3351,2.7881,36.6895,0.9254,pg,a_girl_on_the_left_of_a_frog,a girl on the left of a frog,a_girl_on_the_left_of_a_frog
a_horse_near_a_lamp,a horse near a lamp,3.4109,5.6599,40.1471,0.8356,pg,a_horse_near_a_lamp,a horse near a lamp,a_horse_near_a_lamp
a_horse_on_the_right_of_a_man,a horse on the right of a man,2.799,2.4911,34.1326,0.8323,pg,a_horse_on_the_right_of_a_man,a horse on the right of a man,a_horse_on_the_right_of_a_man
a_key_on_the_top_of_a_frog,a key on the top of a frog,2.9556,2.1634,38.1132,0.8396,pg,a_key_on_the_top_of_a_frog,a key on the top of a frog,a_key_on_the_top_of_a_frog
a_man_on_side_of_a_clock,a man on side of a clock,2.5233,2.4255,34.437,0.8973,pg,a_man_on_side_of_a_clock,a man on side of a clock,a_man_on_side_of_a_clock
a_man_on_the_right_of_a_plate,a man on the right of a plate,4.7649,3.1005,29.2259,0.8965,pg,a_man_on_the_right_of_a_plate,a man on the right of a plate,a_man_on_the_right_of_a_plate
a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,2.6196,2.5733,40.9036,0.871,pg,a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,a_microwave_on_the_bottom_of_a_rabbit
a_mouse_on_the_bottom_of_a_painting,a mouse on the bottom of a painting,2.9611,2.042,39.8396,0.884,pg,a_mouse_on_the_bottom_of_a_painting,a mouse on the bottom of a painting,a_mouse_on_the_bottom_of_a_painting
a_painting_on_the_left_of_a_horse,a painting on the left of a horse,2.879,2.0274,29.148,0.9123,pg,a_painting_on_the_left_of_a_horse,a painting on the left of a horse,a_painting_on_the_left_of_a_horse
a_painting_on_the_right_of_a_bee,a painting on the right of a bee,2.4062,1.8473,32.9873,0.8433,pg,a_painting_on_the_right_of_a_bee,a painting on the right of a bee,a_painting_on_the_right_of_a_bee
a_painting_on_the_right_of_a_woman,a painting on the right of a woman,3.6659,2.1426,32.0304,0.9097,pg,a_painting_on_the_right_of_a_woman,a painting on the right of a woman,a_painting_on_the_right_of_a_woman
a_person_next_to_a_airplane,a person next to a airplane,3.9623,2.2302,31.5799,0.8897,pg,a_person_next_to_a_airplane,a person next to a airplane,a_person_next_to_a_airplane
a_person_on_the_left_of_a_microwave,a person on the left of a microwave,2.1808,2.9421,34.1741,0.8689,pg,a_person_on_the_left_of_a_microwave,a person on the left of a microwave,a_person_on_the_left_of_a_microwave
a_phone_on_the_left_of_a_boy,a phone on the left of a boy,3.6291,2.8935,32.9065,0.8905,pg,a_phone_on_the_left_of_a_boy,a phone on the left of a boy,a_phone_on_the_left_of_a_boy
a_pig_on_side_of_a_wallet,a pig on side of a wallet,2.4944,2.2715,37.6954,0.8949,pg,a_pig_on_side_of_a_wallet,a pig on side of a wallet,a_pig_on_side_of_a_wallet
a_pig_on_the_right_of_a_computer,a pig on the right of a computer,2.6601,2.6326,38.1173,0.9145,pg,a_pig_on_the_right_of_a_computer,a pig on the right of a computer,a_pig_on_the_right_of_a_computer
a_plate_on_the_right_of_a_bee,a plate on the right of a bee,2.6806,1.7067,34.813,0.8064,pg,a_plate_on_the_right_of_a_bee,a plate on the right of a bee,a_plate_on_the_right_of_a_bee
a_rabbit_next_to_a_balloon,a rabbit next to a balloon,2.0376,1.4399,37.2439,0.7593,pg,a_rabbit_next_to_a_balloon,a rabbit next to a balloon,a_rabbit_next_to_a_balloon
a_rabbit_next_to_a_microwave,a rabbit next to a microwave,2.2323,2.7954,42.5762,0.879,pg,a_rabbit_next_to_a_microwave,a rabbit next to a microwave,a_rabbit_next_to_a_microwave
a_rabbit_on_the_top_of_a_bicycle,a rabbit on the top of a bicycle,2.1471,1.4378,43.3134,0.7309,pg,a_rabbit_on_the_top_of_a_bicycle,a rabbit on the top of a bicycle,a_rabbit_on_the_top_of_a_bicycle
a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,2.0603,2.3103,39.5595,0.868,pg,a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,a_rabbit_on_the_top_of_a_book
a_refrigerator_on_the_bottom_of_a_dog,a refrigerator on the bottom of a dog,3.9403,1.8194,35.9017,0.8917,pg,a_refrigerator_on_the_bottom_of_a_dog,a refrigerator on the bottom of a dog,a_refrigerator_on_the_bottom_of_a_dog
a_sheep_near_a_car,a sheep near a car,2.2217,2.4342,39.9109,0.8962,pg,a_sheep_near_a_car,a sheep near a car,a_sheep_near_a_car
a_sheep_on_the_top_of_a_airplane,a sheep on the top of a airplane,3.0013,1.6992,41.7084,0.8786,pg,a_sheep_on_the_top_of_a_airplane,a sheep on the top of a airplane,a_sheep_on_the_top_of_a_airplane
a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,2.5022,1.6286,40.6369,0.7879,pg,a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,a_sheep_on_the_top_of_a_backpack
a_sofa_on_the_top_of_a_boy,a sofa on the top of a boy,3.2926,2.8794,35.0297,0.8552,pg,a_sofa_on_the_top_of_a_boy,a sofa on the top of a boy,a_sofa_on_the_top_of_a_boy
a_suitcase_on_the_top_of_a_frog,a suitcase on the top of a frog,2.9816,2.5447,41.654,0.9099,pg,a_suitcase_on_the_top_of_a_frog,a suitcase on the top of a frog,a_suitcase_on_the_top_of_a_frog
a_television_on_the_left_of_a_cow,a television on the left of a cow,2.6243,3.4755,42.4816,0.9003,pg,a_television_on_the_left_of_a_cow,a television on the left of a cow,a_television_on_the_left_of_a_cow
a_television_on_the_left_of_a_fish,a television on the left of a fish,3.1094,3.6974,38.2637,0.7973,pg,a_television_on_the_left_of_a_fish,a television on the left of a fish,a_television_on_the_left_of_a_fish
a_television_on_the_right_of_a_cow,a television on the right of a cow,2.6214,4.233,42.5933,0.9269,pg,a_television_on_the_right_of_a_cow,a television on the right of a cow,a_television_on_the_right_of_a_cow
a_train_on_the_left_of_a_boy,a train on the left of a boy,2.5324,2.0368,37.0849,0.8245,pg,a_train_on_the_left_of_a_boy,a train on the left of a boy,a_train_on_the_left_of_a_boy
a_train_on_the_top_of_a_woman,a train on the top of a woman,3.6334,2.1898,36.5545,0.846,pg,a_train_on_the_top_of_a_woman,a train on the top of a woman,a_train_on_the_top_of_a_woman
a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,1.9376,2.1704,32.8322,0.8833,pg,a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,a_turtle_on_the_left_of_a_painting
a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,3.0316,2.2272,33.9831,0.8183,pg,a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,a_vase_on_the_bottom_of_a_chicken
a_vase_on_the_left_of_a_pig,a vase on the left of a pig,2.8946,2.2504,35.634,0.8401,pg,a_vase_on_the_left_of_a_pig,a vase on the left of a pig,a_vase_on_the_left_of_a_pig
a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,3.419,2.3866,37.1021,0.8381,pg,a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,a_wallet_on_the_right_of_a_bee
a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,4.2046,2.3058,37.9961,0.8392,pg,a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,a_wallet_on_the_right_of_a_dog
a_wallet_on_the_top_of_a_person,a wallet on the top of a person,3.6646,3.0024,33.7118,0.8726,pg,a_wallet_on_the_top_of_a_person,a wallet on the top of a person,a_wallet_on_the_top_of_a_person
a_woman_on_the_left_of_a_sheep,a woman on the left of a sheep,2.3514,2.3041,35.2677,0.8979,pg,a_woman_on_the_left_of_a_sheep,a woman on the left of a sheep,a_woman_on_the_left_of_a_sheep
a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,2.4751,1.8551,39.9538,0.8667,dpp,a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,a_airplane_on_the_left_of_a_turtle
a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,2.8654,2.0869,42.2622,0.8226,dpp,a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,a_backpack_on_the_right_of_a_bird
a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,3.4563,2.0587,32.845,0.9024,dpp,a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,a_bag_on_the_bottom_of_a_chicken
a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,3.3618,2.8595,32.7676,0.8786,dpp,a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,a_bag_on_the_right_of_a_butterfly
a_balloon_on_the_top_of_a_giraffe,a balloon on the top of a giraffe,2.5124,1.3495,41.9268,0.5725,dpp,a_balloon_on_the_top_of_a_giraffe,a balloon on the top of a giraffe,a_balloon_on_the_top_of_a_giraffe
a_bee_on_the_left_of_a_girl,a bee on the left of a girl,2.4552,1.9011,35.2475,0.8743,dpp,a_bee_on_the_left_of_a_girl,a bee on the left of a girl,a_bee_on_the_left_of_a_girl
a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,2.2034,1.734,37.2127,0.7697,dpp,a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,a_bee_on_the_top_of_a_airplane
a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,2.9806,1.7411,38.0715,0.7896,dpp,a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,a_bicycle_on_the_left_of_a_bird
a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,2.9315,1.6181,40.7634,0.7656,dpp,a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,a_bicycle_on_the_top_of_a_chicken
a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,3.1072,2.2874,29.8754,0.9214,dpp,a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,a_bowl_on_the_right_of_a_chicken
a_boy_on_the_top_of_a_bag,a boy on the top of a bag,3.8711,1.6028,37.9778,0.6525,dpp,a_boy_on_the_top_of_a_bag,a boy on the top of a bag,a_boy_on_the_top_of_a_bag
a_chicken_near_a_desk,a chicken near a desk,2.2567,3.6627,40.082,0.9457,dpp,a_chicken_near_a_desk,a chicken near a desk,a_chicken_near_a_desk
a_chicken_on_the_bottom_of_a_desk,a chicken on the bottom of a desk,2.4144,3.1344,38.4879,0.9032,dpp,a_chicken_on_the_bottom_of_a_desk,a chicken on the bottom of a desk,a_chicken_on_the_bottom_of_a_desk
a_chicken_on_the_top_of_a_balloon,a chicken on the top of a balloon,2.9834,1.5604,40.4279,0.734,dpp,a_chicken_on_the_top_of_a_balloon,a chicken on the top of a balloon,a_chicken_on_the_top_of_a_balloon
a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,2.2634,1.9807,41.8425,0.9208,dpp,a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,a_chicken_on_the_top_of_a_bicycle
a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,3.8484,4.0518,35.9524,0.9356,dpp,a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,a_computer_on_the_bottom_of_a_horse
a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,3.1109,2.1531,41.3703,0.9186,dpp,a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,a_computer_on_the_top_of_a_sheep
a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,2.2182,3.2304,35.5657,0.9449,dpp,a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,a_couch_on_the_right_of_a_turtle
a_cow_next_to_a_train,a cow next to a train,2.7025,2.5994,41.0253,0.9608,dpp,a_cow_next_to_a_train,a cow next to a train,a_cow_next_to_a_train
a_cow_on_the_bottom_of_a_man,a cow on the bottom of a man,2.8838,2.9047,31.9787,0.9221,dpp,a_cow_on_the_bottom_of_a_man,a cow on the bottom of a man,a_cow_on_the_bottom_of_a_man
a_cup_on_the_left_of_a_fish,a cup on the left of a fish,3.2479,2.1297,34.959,0.8349,dpp,a_cup_on_the_left_of_a_fish,a cup on the left of a fish,a_cup_on_the_left_of_a_fish
a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,3.6226,2.1061,35.2433,0.9015,dpp,a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,a_dog_on_the_top_of_a_suitcase
a_fish_on_side_of_a_painting,a fish on side of a painting,3.0053,2.0475,31.8527,0.9403,dpp,a_fish_on_side_of_a_painting,a fish on side of a painting,a_fish_on_side_of_a_painting
a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,2.6235,3.189,37.8222,0.9297,dpp,a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,a_fish_on_the_left_of_a_microwave
a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,2.5281,3.076,34.4305,0.9277,dpp,a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,a_fish_on_the_top_of_a_bowl
a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,2.9069,2.7121,38.1076,0.8859,dpp,a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,a_giraffe_on_the_left_of_a_lamp
a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,2.5479,2.2283,38.7955,0.9481,dpp,a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,a_giraffe_on_the_right_of_a_girl
a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,2.7394,1.6351,35.9511,0.5657,dpp,a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,a_giraffe_on_the_top_of_a_man
a_girl_on_the_left_of_a_bee,a girl on the left of a bee,3.3666,1.8811,32.6209,0.8953,dpp,a_girl_on_the_left_of_a_bee,a girl on the left of a bee,a_girl_on_the_left_of_a_bee
a_girl_on_the_left_of_a_frog,a girl on the left of a frog,2.2208,3.1838,35.4535,0.9375,dpp,a_girl_on_the_left_of_a_frog,a girl on the left of a frog,a_girl_on_the_left_of_a_frog
a_horse_near_a_lamp,a horse near a lamp,3.2366,5.8553,39.9796,0.8355,dpp,a_horse_near_a_lamp,a horse near a lamp,a_horse_near_a_lamp
a_horse_on_the_right_of_a_man,a horse on the right of a man,2.5362,2.6375,34.1712,0.8439,dpp,a_horse_on_the_right_of_a_man,a horse on the right of a man,a_horse_on_the_right_of_a_man
a_mouse_on_the_bottom_of_a_painting,a mouse on the bottom of a painting,3.4305,2.2292,39.6749,0.9077,dpp,a_mouse_on_the_bottom_of_a_painting,a mouse on the bottom of a painting,a_mouse_on_the_bottom_of_a_painting
a_painting_on_the_right_of_a_bee,a painting on the right of a bee,2.6984,1.9659,34.6476,0.9298,dpp,a_painting_on_the_right_of_a_bee,a painting on the right of a bee,a_painting_on_the_right_of_a_bee
a_phone_on_the_left_of_a_boy,a phone on the left of a boy,3.6827,2.6799,34.2327,0.898,dpp,a_phone_on_the_left_of_a_boy,a phone on the left of a boy,a_phone_on_the_left_of_a_boy
a_plate_on_the_right_of_a_bee,a plate on the right of a bee,2.282,1.5862,34.3076,0.8207,dpp,a_plate_on_the_right_of_a_bee,a plate on the right of a bee,a_plate_on_the_right_of_a_bee
a_rabbit_next_to_a_balloon,a rabbit next to a balloon,2.1155,1.6227,36.7282,0.7874,dpp,a_rabbit_next_to_a_balloon,a rabbit next to a balloon,a_rabbit_next_to_a_balloon
a_rabbit_on_the_top_of_a_bicycle,a rabbit on the top of a bicycle,2.3805,1.644,42.9743,0.9039,dpp,a_rabbit_on_the_top_of_a_bicycle,a rabbit on the top of a bicycle,a_rabbit_on_the_top_of_a_bicycle
a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,1.9074,2.2791,39.5736,0.8128,dpp,a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,a_rabbit_on_the_top_of_a_book
a_sheep_near_a_car,a sheep near a car,2.1605,2.5665,39.8708,0.905,dpp,a_sheep_near_a_car,a sheep near a car,a_sheep_near_a_car
a_sheep_on_the_top_of_a_airplane,a sheep on the top of a airplane,2.8503,1.8283,41.1435,0.8885,dpp,a_sheep_on_the_top_of_a_airplane,a sheep on the top of a airplane,a_sheep_on_the_top_of_a_airplane
a_suitcase_on_the_top_of_a_frog,a suitcase on the top of a frog,2.6213,2.7341,40.1499,0.8869,dpp,a_suitcase_on_the_top_of_a_frog,a suitcase on the top of a frog,a_suitcase_on_the_top_of_a_frog
a_television_on_the_right_of_a_cow,a television on the right of a cow,2.8098,3.459,42.871,0.9065,dpp,a_television_on_the_right_of_a_cow,a television on the right of a cow,a_television_on_the_right_of_a_cow
a_train_on_the_left_of_a_boy,a train on the left of a boy,2.2206,2.3619,36.0972,0.8227,dpp,a_train_on_the_left_of_a_boy,a train on the left of a boy,a_train_on_the_left_of_a_boy
a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,2.4141,2.3874,33.5024,0.9075,dpp,a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,a_turtle_on_the_left_of_a_painting
a_vase_on_the_left_of_a_pig,a vase on the left of a pig,2.3636,2.4006,35.9343,0.8652,dpp,a_vase_on_the_left_of_a_pig,a vase on the left of a pig,a_vase_on_the_left_of_a_pig
a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,3.1776,2.468,35.8114,0.839,dpp,a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,a_wallet_on_the_right_of_a_bee
a_woman_on_the_left_of_a_sheep,a woman on the left of a sheep,2.3879,2.7033,35.3437,0.8995,dpp,a_woman_on_the_left_of_a_sheep,a woman on the left of a sheep,a_woman_on_the_left_of_a_sheep
a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,3.0665,2.1788,37.8993,0.9485,mix,a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,a_airplane_on_the_left_of_a_turtle
a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,3.1789,2.463,39.7417,0.9671,mix,a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,a_backpack_on_the_right_of_a_bird
a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,3.7027,2.6618,29.2904,0.9529,mix,a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,a_bag_on_the_bottom_of_a_chicken
a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,2.3072,2.6202,28.0066,0.9692,mix,a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,a_bag_on_the_right_of_a_butterfly
a_balloon_on_the_top_of_a_giraffe,a balloon on the top of a giraffe,2.9829,1.5149,40.2236,0.7827,mix,a_balloon_on_the_top_of_a_giraffe,a balloon on the top of a giraffe,a_balloon_on_the_top_of_a_giraffe
a_bee_on_the_left_of_a_girl,a bee on the left of a girl,3.2452,2.1105,35.8746,0.9545,mix,a_bee_on_the_left_of_a_girl,a bee on the left of a girl,a_bee_on_the_left_of_a_girl
a_bee_on_the_left_of_a_phone,a bee on the left of a phone,2.5869,2.8556,37.6259,0.9276,mix,a_bee_on_the_left_of_a_phone,a bee on the left of a phone,a_bee_on_the_left_of_a_phone
a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,2.3107,1.6301,38.9747,0.7643,mix,a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,a_bee_on_the_top_of_a_airplane
a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,2.9359,1.8799,36.5522,0.9106,mix,a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,a_bicycle_on_the_left_of_a_bird
a_bicycle_on_the_left_of_a_girl,a bicycle on the left of a girl,2.5691,2.6013,31.5986,0.9804,mix,a_bicycle_on_the_left_of_a_girl,a bicycle on the left of a girl,a_bicycle_on_the_left_of_a_girl
a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,3.3737,1.8823,37.1366,0.9228,mix,a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,a_bicycle_on_the_top_of_a_chicken
a_bird_on_the_bottom_of_a_suitcase,a bird on the bottom of a suitcase,2.6935,3.6676,35.9233,0.9444,mix,a_bird_on_the_bottom_of_a_suitcase,a bird on the bottom of a suitcase,a_bird_on_the_bottom_of_a_suitcase
a_bowl_on_the_left_of_a_man,a bowl on the left of a man,3.7572,3.8103,26.8842,0.9426,mix,a_bowl_on_the_left_of_a_man,a bowl on the left of a man,a_bowl_on_the_left_of_a_man
a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,3.1232,2.7268,26.7058,0.9674,mix,a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,a_bowl_on_the_right_of_a_chicken
a_boy_on_the_bottom_of_a_lamp,a boy on the bottom of a lamp,3.9521,4.6154,37.8432,0.8923,mix,a_boy_on_the_bottom_of_a_lamp,a boy on the bottom of a lamp,a_boy_on_the_bottom_of_a_lamp
a_boy_on_the_top_of_a_bag,a boy on the top of a bag,3.8139,1.8144,34.7128,0.8873,mix,a_boy_on_the_top_of_a_bag,a boy on the top of a bag,a_boy_on_the_top_of_a_bag
a_car_on_the_top_of_a_turtle,a car on the top of a turtle,3.2098,2.4055,35.4035,0.9082,mix,a_car_on_the_top_of_a_turtle,a car on the top of a turtle,a_car_on_the_top_of_a_turtle
a_cat_near_a_table,a cat near a table,2.5515,3.2639,32.5625,0.9617,mix,a_cat_near_a_table,a cat near a table,a_cat_near_a_table
a_cat_on_the_bottom_of_a_car,a cat on the bottom of a car,2.7342,3.878,35.7796,0.9285,mix,a_cat_on_the_bottom_of_a_car,a cat on the bottom of a car,a_cat_on_the_bottom_of_a_car
a_chicken_near_a_desk,a chicken near a desk,2.3089,3.6624,39.0956,0.9494,mix,a_chicken_near_a_desk,a chicken near a desk,a_chicken_near_a_desk
a_chicken_on_the_bottom_of_a_desk,a chicken on the bottom of a desk,2.4907,3.4497,38.5238,0.9056,mix,a_chicken_on_the_bottom_of_a_desk,a chicken on the bottom of a desk,a_chicken_on_the_bottom_of_a_desk
a_chicken_on_the_top_of_a_balloon,a chicken on the top of a balloon,3.342,1.6212,40.5399,0.7403,mix,a_chicken_on_the_top_of_a_balloon,a chicken on the top of a balloon,a_chicken_on_the_top_of_a_balloon
a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,2.6037,2.1785,41.4166,0.9652,mix,a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,a_chicken_on_the_top_of_a_bicycle
a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,3.6815,4.5575,35.4642,0.9687,mix,a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,a_computer_on_the_bottom_of_a_horse
a_computer_on_the_left_of_a_pig,a computer on the left of a pig,3.2858,3.1025,37.4307,0.9478,mix,a_computer_on_the_left_of_a_pig,a computer on the left of a pig,a_computer_on_the_left_of_a_pig
a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,3.6659,2.4895,41.1138,0.9145,mix,a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,a_computer_on_the_top_of_a_sheep
a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,2.4204,3.7987,34.9649,0.9552,mix,a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,a_couch_on_the_right_of_a_turtle
a_cow_near_a_balloon,a cow near a balloon,2.7723,1.8606,39.0149,0.9093,mix,a_cow_near_a_balloon,a cow near a balloon,a_cow_near_a_balloon
a_cow_next_to_a_train,a cow next to a train,2.8183,2.6148,39.557,0.9689,mix,a_cow_next_to_a_train,a cow next to a train,a_cow_next_to_a_train
a_cow_on_the_bottom_of_a_man,a cow on the bottom of a man,3.1242,3.2351,30.5075,0.971,mix,a_cow_on_the_bottom_of_a_man,a cow on the bottom of a man,a_cow_on_the_bottom_of_a_man
a_cup_on_the_left_of_a_fish,a cup on the left of a fish,3.5866,2.8432,34.8748,0.9063,mix,a_cup_on_the_left_of_a_fish,a cup on the left of a fish,a_cup_on_the_left_of_a_fish
a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,3.9536,2.6718,35.5107,0.9657,mix,a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,a_dog_on_the_top_of_a_suitcase
a_fish_on_side_of_a_painting,a fish on side of a painting,3.3086,2.4491,30.5476,0.9733,mix,a_fish_on_side_of_a_painting,a fish on side of a painting,a_fish_on_side_of_a_painting
a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,3.1729,3.4825,38.8413,0.9095,mix,a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,a_fish_on_the_left_of_a_microwave
a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,3.3951,3.5986,35.2243,0.9496,mix,a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,a_fish_on_the_top_of_a_bowl
a_giraffe_near_a_key,a giraffe near a key,3.3317,1.7882,39.4506,0.9118,mix,a_giraffe_near_a_key,a giraffe near a key,a_giraffe_near_a_key
a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,3.3995,2.7134,37.909,0.8585,mix,a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,a_giraffe_on_the_left_of_a_lamp
a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,2.6431,2.3225,38.4739,0.9705,mix,a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,a_giraffe_on_the_right_of_a_girl
a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,2.9577,2.6414,36.8541,0.9712,mix,a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,a_giraffe_on_the_right_of_a_phone
a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,3.0197,1.4505,36.2207,0.7151,mix,a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,a_giraffe_on_the_top_of_a_man
