prompt_folder,prompt_text,vendi_inception,vendi_pixel,clip_score,one_minus_ms_ssim,method,prompt_folder_norm,prompt_text_norm,prompt_key
The_silver_laptop_was_on_top_of_the_black_desk,The silver laptop was on top of the black desk,1.9644,2.204,32.9723,0.7525,pg,the_silver_laptop_was_on_top_of_the_black_desk,the silver laptop was on top of the black desk,the_silver_laptop_was_on_top_of_the_black_desk
The_wooden_spoon_was_next_to_the_green_bowl,The wooden spoon was next to the green bowl,1.7722,1.6645,39.4162,0.9234,pg,the_wooden_spoon_was_next_to_the_green_bowl,the wooden spoon was next to the green bowl,the_wooden_spoon_was_next_to_the_green_bowl
a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,1.6353,1.3501,39.3711,0.8094,pg,a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,a_airplane_on_the_left_of_a_turtle
a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,1.7688,1.5443,42.2893,0.889,pg,a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,a_backpack_on_the_right_of_a_bird
a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,2.0894,1.5995,31.767,0.9458,pg,a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,a_bag_on_the_bottom_of_a_chicken
a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,2.2272,1.4601,34.1732,0.8765,pg,a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,a_bag_on_the_right_of_a_butterfly
a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,1.5616,1.252,36.2405,0.4779,pg,a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,a_bee_on_the_top_of_a_airplane
a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,1.9202,1.2529,39.4389,0.6468,pg,a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,a_bicycle_on_the_left_of_a_bird
a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,1.8157,1.2928,42.4924,0.8078,pg,a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,a_bicycle_on_the_top_of_a_chicken
a_blue_bench_and_a_green_car,a blue bench and a green car,2.2235,1.7634,36.603,0.878,pg,a_blue_bench_and_a_green_car,a blue bench and a green car,a_blue_bench_and_a_green_car
a_blue_dog_and_a_brown_horse,a blue dog and a brown horse,2.2745,1.6498,40.9195,0.9099,pg,a_blue_dog_and_a_brown_horse,a blue dog and a brown horse,a_blue_dog_and_a_brown_horse
a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,1.7874,1.6392,30.3107,0.959,pg,a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,a_bowl_on_the_right_of_a_chicken
a_boy_on_the_top_of_a_bag,a boy on the top of a bag,1.9875,1.3089,35.7086,0.5887,pg,a_boy_on_the_top_of_a_bag,a boy on the top of a bag,a_boy_on_the_top_of_a_bag
a_brown_bench_and_a_green_dog,a brown bench and a green dog,1.8936,1.5472,39.0511,0.8798,pg,a_brown_bench_and_a_green_dog,a brown bench and a green dog,a_brown_bench_and_a_green_dog
a_brown_car_and_a_red_clock,a brown car and a red clock,1.8225,1.6531,42.2515,0.9152,pg,a_brown_car_and_a_red_clock,a brown car and a red clock,a_brown_car_and_a_red_clock
a_brown_car_and_a_red_elephant,a brown car and a red elephant,2.1001,1.5032,41.4508,0.8368,pg,a_brown_car_and_a_red_elephant,a brown car and a red elephant,a_brown_car_and_a_red_elephant
a_brown_dog_and_a_blue_horse,a brown dog and a blue horse,2.1022,1.5447,39.7364,0.9316,pg,a_brown_dog_and_a_blue_horse,a brown dog and a blue horse,a_brown_dog_and_a_blue_horse
a_cat_near_a_table,a cat near a table,1.7164,1.7876,33.9125,0.9343,pg,a_cat_near_a_table,a cat near a table,a_cat_near_a_table
a_cat_on_the_bottom_of_a_car,a cat on the bottom of a car,1.7049,2.0748,36.1947,0.8738,pg,a_cat_on_the_bottom_of_a_car,a cat on the bottom of a car,a_cat_on_the_bottom_of_a_car
a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,1.44,1.38,43.3115,0.8422,pg,a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,a_chicken_on_the_top_of_a_bicycle
a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,2.2126,1.9883,38.4242,0.8827,pg,a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,a_computer_on_the_bottom_of_a_horse
a_computer_on_the_left_of_a_pig,a computer on the left of a pig,1.9402,1.4976,37.8236,0.8302,pg,a_computer_on_the_left_of_a_pig,a computer on the left of a pig,a_computer_on_the_left_of_a_pig
a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,1.775,1.4511,41.6376,0.6944,pg,a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,a_computer_on_the_top_of_a_sheep
a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,1.5198,1.9517,37.6219,0.9237,pg,a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,a_couch_on_the_right_of_a_turtle
a_cow_near_a_balloon,a cow near a balloon,1.8244,1.3846,40.9329,0.7027,pg,a_cow_near_a_balloon,a cow near a balloon,a_cow_near_a_balloon
a_cup_on_the_left_of_a_fish,a cup on the left of a fish,2.2169,1.4987,36.4184,0.7826,pg,a_cup_on_the_left_of_a_fish,a cup on the left of a fish,a_cup_on_the_left_of_a_fish
a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,2.0833,1.5902,35.2414,0.8329,pg,a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,a_dog_on_the_top_of_a_suitcase
a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,1.614,1.8126,38.2817,0.8963,pg,a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,a_fish_on_the_left_of_a_microwave
a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,2.1716,2.1401,34.9376,0.9291,pg,a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,a_fish_on_the_top_of_a_bowl
a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,1.9466,1.5896,38.026,0.8511,pg,a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,a_giraffe_on_the_left_of_a_lamp
a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,1.6735,1.4605,39.1002,0.927,pg,a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,a_giraffe_on_the_right_of_a_girl
a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,1.7707,1.6096,35.1135,0.9363,pg,a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,a_giraffe_on_the_right_of_a_phone
a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,1.9022,1.2191,34.4536,0.6888,pg,a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,a_giraffe_on_the_top_of_a_man
a_girl_on_the_left_of_a_bee,a girl on the left of a bee,2.5771,1.4088,34.2709,0.9079,pg,a_girl_on_the_left_of_a_bee,a girl on the left of a bee,a_girl_on_the_left_of_a_bee
a_girl_on_the_left_of_a_frog,a girl on the left of a frog,1.9058,1.6577,36.792,0.9316,pg,a_girl_on_the_left_of_a_frog,a girl on the left of a frog,a_girl_on_the_left_of_a_frog
a_gold_car_and_a_red_clock,a gold car and a red clock,1.7281,1.7328,41.952,0.8116,pg,a_gold_car_and_a_red_clock,a gold car and a red clock,a_gold_car_and_a_red_clock
a_green_bench_and_a_blue_car,a green bench and a blue car,2.1175,1.8367,37.968,0.8665,pg,a_green_bench_and_a_blue_car,a green bench and a blue car,a_green_bench_and_a_blue_car
a_green_bench_and_a_brown_dog,a green bench and a brown dog,2.0383,1.713,38.7296,0.8898,pg,a_green_bench_and_a_brown_dog,a green bench and a brown dog,a_green_bench_and_a_brown_dog
a_green_bench_and_a_red_car,a green bench and a red car,2.056,2.0539,42.4566,0.8409,pg,a_green_bench_and_a_red_car,a green bench and a red car,a_green_bench_and_a_red_car
a_green_bench_and_a_yellow_dog,a green bench and a yellow dog,1.9561,1.7147,37.2233,0.8705,pg,a_green_bench_and_a_yellow_dog,a green bench and a yellow dog,a_green_bench_and_a_yellow_dog
a_man_on_the_right_of_a_plate,a man on the right of a plate,2.4732,1.7942,29.2401,0.9127,pg,a_man_on_the_right_of_a_plate,a man on the right of a plate,a_man_on_the_right_of_a_plate
a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,1.7231,1.7288,41.7677,0.8759,pg,a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,a_microwave_on_the_bottom_of_a_rabbit
a_person_on_the_left_of_a_microwave,a person on the left of a microwave,1.5403,1.7431,34.8784,0.8592,pg,a_person_on_the_left_of_a_microwave,a person on the left of a microwave,a_person_on_the_left_of_a_microwave
a_phone_on_the_left_of_a_boy,a phone on the left of a boy,2.3569,1.7193,30.6168,0.9017,pg,a_phone_on_the_left_of_a_boy,a phone on the left of a boy,a_phone_on_the_left_of_a_boy
a_pig_on_side_of_a_wallet,a pig on side of a wallet,1.7699,1.5758,36.4806,0.8343,pg,a_pig_on_side_of_a_wallet,a pig on side of a wallet,a_pig_on_side_of_a_wallet
a_pink_car_and_a_red_elephant,a pink car and a red elephant,1.905,1.3698,42.0084,0.9135,pg,a_pink_car_and_a_red_elephant,a pink car and a red elephant,a_pink_car_and_a_red_elephant
a_plate_on_the_right_of_a_bee,a plate on the right of a bee,1.6628,1.3699,35.3469,0.8692,pg,a_plate_on_the_right_of_a_bee,a plate on the right of a bee,a_plate_on_the_right_of_a_bee
a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,1.5253,1.4974,39.2233,0.9015,pg,a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,a_rabbit_on_the_top_of_a_book
a_red_bench_and_a_green_car,a red bench and a green car,2.0155,1.9936,38.8226,0.9216,pg,a_red_bench_and_a_green_car,a red bench and a green car,a_red_bench_and_a_green_car
a_red_car_and_a_brown_clock,a red car and a brown clock,1.9443,1.5471,39.0684,0.9197,pg,a_red_car_and_a_brown_clock,a red car and a brown clock,a_red_car_and_a_brown_clock
a_red_car_and_a_brown_elephant,a red car and a brown elephant,1.8292,1.4905,41.0803,0.8133,pg,a_red_car_and_a_brown_elephant,a red car and a brown elephant,a_red_car_and_a_brown_elephant
a_red_car_and_a_gold_clock,a red car and a gold clock,2.0229,1.8164,40.3364,0.9189,pg,a_red_car_and_a_gold_clock,a red car and a gold clock,a_red_car_and_a_gold_clock
a_red_car_and_a_pink_elephant,a red car and a pink elephant,2.2606,1.3213,40.3782,0.8685,pg,a_red_car_and_a_pink_elephant,a red car and a pink elephant,a_red_car_and_a_pink_elephant
a_sheep_near_a_car,a sheep near a car,1.5736,1.6293,40.1247,0.8482,pg,a_sheep_near_a_car,a sheep near a car,a_sheep_near_a_car
a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,1.8313,1.3753,40.1067,0.7991,pg,a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,a_sheep_on_the_top_of_a_backpack
a_television_on_the_right_of_a_cow,a television on the right of a cow,1.7655,2.2016,42.7066,0.9424,pg,a_television_on_the_right_of_a_cow,a television on the right of a cow,a_television_on_the_right_of_a_cow
a_train_on_the_left_of_a_boy,a train on the left of a boy,1.7485,1.6069,36.9276,0.8452,pg,a_train_on_the_left_of_a_boy,a train on the left of a boy,a_train_on_the_left_of_a_boy
a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,1.4293,1.5662,32.9967,0.873,pg,a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,a_turtle_on_the_left_of_a_painting
a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,2.0008,1.4781,34.0638,0.8903,pg,a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,a_vase_on_the_bottom_of_a_chicken
a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,1.9475,1.6252,37.2993,0.8009,pg,a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,a_wallet_on_the_right_of_a_bee
a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,2.128,1.6573,36.1378,0.8425,pg,a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,a_wallet_on_the_right_of_a_dog
a_yellow_bench_and_a_green_dog,a yellow bench and a green dog,2.0607,1.9112,42.1595,0.8925,pg,a_yellow_bench_and_a_green_dog,a yellow bench and a green dog,a_yellow_bench_and_a_green_dog
a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,1.5384,1.4191,39.9202,0.8353,dpp,a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,a_airplane_on_the_left_of_a_turtle
a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,1.6952,1.7749,42.976,0.8875,dpp,a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,a_backpack_on_the_right_of_a_bird
a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,2.3233,1.578,31.9286,0.8876,dpp,a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,a_bag_on_the_bottom_of_a_chicken
a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,2.2994,1.6927,35.3915,0.8876,dpp,a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,a_bag_on_the_right_of_a_butterfly
a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,1.7462,1.2863,37.6301,0.7418,dpp,a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,a_bee_on_the_top_of_a_airplane
a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,1.7973,1.1828,37.0876,0.6832,dpp,a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,a_bicycle_on_the_left_of_a_bird
a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,1.7659,1.4784,40.0739,0.83,dpp,a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,a_bicycle_on_the_top_of_a_chicken
a_blue_bench_and_a_green_car,a blue bench and a green car,1.9781,1.8751,36.9118,0.9326,dpp,a_blue_bench_and_a_green_car,a blue bench and a green car,a_blue_bench_and_a_green_car
a_blue_dog_and_a_brown_horse,a blue dog and a brown horse,2.3574,1.6622,40.1025,0.9322,dpp,a_blue_dog_and_a_brown_horse,a blue dog and a brown horse,a_blue_dog_and_a_brown_horse
a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,2.0466,1.7133,31.1097,0.922,dpp,a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,a_bowl_on_the_right_of_a_chicken
a_boy_on_the_top_of_a_bag,a boy on the top of a bag,2.1248,1.2804,39.0471,0.5798,dpp,a_boy_on_the_top_of_a_bag,a boy on the top of a bag,a_boy_on_the_top_of_a_bag
a_brown_bench_and_a_green_dog,a brown bench and a green dog,2.2043,1.6673,39.4932,0.8875,dpp,a_brown_bench_and_a_green_dog,a brown bench and a green dog,a_brown_bench_and_a_green_dog
a_brown_car_and_a_red_clock,a brown car and a red clock,2.0495,1.7566,36.8165,0.8998,dpp,a_brown_car_and_a_red_clock,a brown car and a red clock,a_brown_car_and_a_red_clock
a_brown_car_and_a_red_elephant,a brown car and a red elephant,2.4656,1.7138,41.4353,0.9516,dpp,a_brown_car_and_a_red_elephant,a brown car and a red elephant,a_brown_car_and_a_red_elephant
a_brown_dog_and_a_blue_horse,a brown dog and a blue horse,1.6975,1.6947,39.4901,0.9499,dpp,a_brown_dog_and_a_blue_horse,a brown dog and a blue horse,a_brown_dog_and_a_blue_horse
a_cat_near_a_table,a cat near a table,1.7734,2.1164,35.7404,0.9261,dpp,a_cat_near_a_table,a cat near a table,a_cat_near_a_table
a_cat_on_the_bottom_of_a_car,a cat on the bottom of a car,1.7402,2.2102,36.0037,0.9332,dpp,a_cat_on_the_bottom_of_a_car,a cat on the bottom of a car,a_cat_on_the_bottom_of_a_car
a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,1.7169,1.4046,42.683,0.9092,dpp,a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,a_chicken_on_the_top_of_a_bicycle
a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,2.2045,2.059,36.8475,0.8968,dpp,a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,a_computer_on_the_bottom_of_a_horse
a_computer_on_the_left_of_a_pig,a computer on the left of a pig,1.9494,1.957,36.7085,0.9333,dpp,a_computer_on_the_left_of_a_pig,a computer on the left of a pig,a_computer_on_the_left_of_a_pig
a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,2.0075,1.4867,39.5688,0.9295,dpp,a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,a_computer_on_the_top_of_a_sheep
a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,1.7906,2.2113,35.3044,0.973,dpp,a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,a_couch_on_the_right_of_a_turtle
a_cow_near_a_balloon,a cow near a balloon,1.7366,1.3309,40.0036,0.7436,dpp,a_cow_near_a_balloon,a cow near a balloon,a_cow_near_a_balloon
a_cup_on_the_left_of_a_fish,a cup on the left of a fish,1.6929,1.3698,35.4032,0.8858,dpp,a_cup_on_the_left_of_a_fish,a cup on the left of a fish,a_cup_on_the_left_of_a_fish
a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,2.0951,1.503,35.1702,0.7659,dpp,a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,a_dog_on_the_top_of_a_suitcase
a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,2.5726,2.2201,33.6524,0.8906,dpp,a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,a_fish_on_the_left_of_a_microwave
a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,1.5708,2.183,34.9696,0.9435,dpp,a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,a_fish_on_the_top_of_a_bowl
a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,1.82,1.8124,36.7658,0.8627,dpp,a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,a_giraffe_on_the_left_of_a_lamp
a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,1.7075,1.4632,40.4334,0.919,dpp,a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,a_giraffe_on_the_right_of_a_girl
a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,1.9448,1.8663,34.6465,0.8881,dpp,a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,a_giraffe_on_the_right_of_a_phone
a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,1.8073,1.1582,38.8415,0.6187,dpp,a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,a_giraffe_on_the_top_of_a_man
a_girl_on_the_left_of_a_bee,a girl on the left of a bee,2.2239,1.5065,33.49,0.9465,dpp,a_girl_on_the_left_of_a_bee,a girl on the left of a bee,a_girl_on_the_left_of_a_bee
a_girl_on_the_left_of_a_frog,a girl on the left of a frog,1.7947,2.239,36.8976,0.9647,dpp,a_girl_on_the_left_of_a_frog,a girl on the left of a frog,a_girl_on_the_left_of_a_frog
a_gold_car_and_a_red_clock,a gold car and a red clock,1.9551,1.762,38.0619,0.9351,dpp,a_gold_car_and_a_red_clock,a gold car and a red clock,a_gold_car_and_a_red_clock
a_green_bench_and_a_blue_car,a green bench and a blue car,1.9874,1.835,35.8534,0.9199,dpp,a_green_bench_and_a_blue_car,a green bench and a blue car,a_green_bench_and_a_blue_car
a_green_bench_and_a_brown_dog,a green bench and a brown dog,2.1837,1.7154,37.9174,0.9142,dpp,a_green_bench_and_a_brown_dog,a green bench and a brown dog,a_green_bench_and_a_brown_dog
a_green_bench_and_a_red_car,a green bench and a red car,2.1873,1.9498,38.3875,0.9719,dpp,a_green_bench_and_a_red_car,a green bench and a red car,a_green_bench_and_a_red_car
a_green_bench_and_a_yellow_dog,a green bench and a yellow dog,1.9348,1.9435,36.1948,0.9397,dpp,a_green_bench_and_a_yellow_dog,a green bench and a yellow dog,a_green_bench_and_a_yellow_dog
a_man_on_the_right_of_a_plate,a man on the right of a plate,2.1354,2.1359,29.3856,0.9716,dpp,a_man_on_the_right_of_a_plate,a man on the right of a plate,a_man_on_the_right_of_a_plate
a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,1.7377,1.6961,41.0261,0.9113,dpp,a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,a_microwave_on_the_bottom_of_a_rabbit
a_person_on_the_left_of_a_microwave,a person on the left of a microwave,1.7216,2.079,33.3069,0.914,dpp,a_person_on_the_left_of_a_microwave,a person on the left of a microwave,a_person_on_the_left_of_a_microwave
a_phone_on_the_left_of_a_boy,a phone on the left of a boy,2.2891,1.8358,32.1627,0.8601,dpp,a_phone_on_the_left_of_a_boy,a phone on the left of a boy,a_phone_on_the_left_of_a_boy
a_pig_on_side_of_a_wallet,a pig on side of a wallet,1.5987,1.9917,39.2782,0.8647,dpp,a_pig_on_side_of_a_wallet,a pig on side of a wallet,a_pig_on_side_of_a_wallet
a_pink_car_and_a_red_elephant,a pink car and a red elephant,2.0309,1.3858,43.4435,0.8024,dpp,a_pink_car_and_a_red_elephant,a pink car and a red elephant,a_pink_car_and_a_red_elephant
a_plate_on_the_right_of_a_bee,a plate on the right of a bee,1.6202,1.1831,34.7395,0.7226,dpp,a_plate_on_the_right_of_a_bee,a plate on the right of a bee,a_plate_on_the_right_of_a_bee
a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,1.4756,1.9264,39.9886,0.8299,dpp,a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,a_rabbit_on_the_top_of_a_book
a_red_bench_and_a_green_car,a red bench and a green car,1.9229,2.0876,38.912,0.9557,dpp,a_red_bench_and_a_green_car,a red bench and a green car,a_red_bench_and_a_green_car
a_red_car_and_a_brown_clock,a red car and a brown clock,2.0755,1.4845,39.833,0.8816,dpp,a_red_car_and_a_brown_clock,a red car and a brown clock,a_red_car_and_a_brown_clock
a_red_car_and_a_brown_elephant,a red car and a brown elephant,1.7427,1.5013,40.0324,0.8858,dpp,a_red_car_and_a_brown_elephant,a red car and a brown elephant,a_red_car_and_a_brown_elephant
a_red_car_and_a_gold_clock,a red car and a gold clock,2.1382,2.2627,40.0485,0.9502,dpp,a_red_car_and_a_gold_clock,a red car and a gold clock,a_red_car_and_a_gold_clock
a_red_car_and_a_pink_elephant,a red car and a pink elephant,1.8725,1.5182,42.0642,0.764,dpp,a_red_car_and_a_pink_elephant,a red car and a pink elephant,a_red_car_and_a_pink_elephant
a_sheep_near_a_car,a sheep near a car,1.7028,1.9967,39.5027,0.8983,dpp,a_sheep_near_a_car,a sheep near a car,a_sheep_near_a_car
a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,1.9601,1.468,39.7441,0.8414,dpp,a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,a_sheep_on_the_top_of_a_backpack
a_television_on_the_right_of_a_cow,a television on the right of a cow,1.7889,2.3981,43.1405,0.8091,dpp,a_television_on_the_right_of_a_cow,a television on the right of a cow,a_television_on_the_right_of_a_cow
a_train_on_the_left_of_a_boy,a train on the left of a boy,1.7745,1.5977,36.8981,0.8117,dpp,a_train_on_the_left_of_a_boy,a train on the left of a boy,a_train_on_the_left_of_a_boy
a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,1.7167,1.7749,32.4851,0.9363,dpp,a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,a_turtle_on_the_left_of_a_painting
a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,1.6365,1.8913,30.876,0.8363,dpp,a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,a_vase_on_the_bottom_of_a_chicken
a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,2.0267,1.7165,40.3306,0.8786,dpp,a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,a_wallet_on_the_right_of_a_bee
a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,2.1568,1.7734,36.3675,0.9537,dpp,a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,a_wallet_on_the_right_of_a_dog
a_yellow_bench_and_a_green_dog,a yellow bench and a green dog,2.0727,2.2095,40.8985,0.9323,dpp,a_yellow_bench_and_a_green_dog,a yellow bench and a green dog,a_yellow_bench_and_a_green_dog
the_black_chair_is_on_the_right_of_the_silver_desk,the black chair is on the right of the silver desk,1.8697,1.5261,33.8809,0.8509,dpp,the_black_chair_is_on_the_right_of_the_silver_desk,the black chair is on the right of the silver desk,the_black_chair_is_on_the_right_of_the_silver_desk
the_black_chair_was_next_to_the_silver_table,the black chair was next to the silver table,2.0505,2.0673,33.0028,0.9533,dpp,the_black_chair_was_next_to_the_silver_table,the black chair was next to the silver table,the_black_chair_was_next_to_the_silver_table
the_black_chair_was_on_the_left_of_the_brown_table,the black chair was on the left of the brown table,2.1005,2.1041,30.0974,0.9085,dpp,the_black_chair_was_on_the_left_of_the_brown_table,the black chair was on the left of the brown table,the_black_chair_was_on_the_left_of_the_brown_table
the_black_phone_was_resting_on_the_brown_charger,the black phone was resting on the brown charger,2.0997,1.7086,32.8524,0.748,dpp,the_black_phone_was_resting_on_the_brown_charger,the black phone was resting on the brown charger,the_black_phone_was_resting_on_the_brown_charger
the_brown_cat_was_lying_on_the_blue_blanket,the brown cat was lying on the blue blanket,1.5964,1.6803,37.267,0.945,dpp,the_brown_cat_was_lying_on_the_blue_blanket,the brown cat was lying on the blue blanket,the_brown_cat_was_lying_on_the_blue_blanket
the_brown_dog_is_lying_on_the_blue_pillow,the brown dog is lying on the blue pillow,2.0781,1.6765,37.7179,0.8042,dpp,the_brown_dog_is_lying_on_the_blue_pillow,the brown dog is lying on the blue pillow,the_brown_dog_is_lying_on_the_blue_pillow
the_brown_dog_was_lying_on_the_green_bed,the brown dog was lying on the green bed,1.7965,1.6422,34.8351,0.8612,dpp,the_brown_dog_was_lying_on_the_green_bed,the brown dog was lying on the green bed,the_brown_dog_was_lying_on_the_green_bed
the_green_plant_was_on_the_right_the_white_wall,the green plant was on the right the white wall,2.4417,1.6729,34.2737,0.8227,dpp,the_green_plant_was_on_the_right_the_white_wall,the green plant was on the right the white wall,the_green_plant_was_on_the_right_the_white_wall
the_green_plant_was_on_top_of_the_brown_nightstand,the green plant was on top of the brown nightstand,1.8627,1.2821,34.003,0.6155,dpp,the_green_plant_was_on_top_of_the_brown_nightstand,the green plant was on top of the brown nightstand,the_green_plant_was_on_top_of_the_brown_nightstand
the_green_plant_was_on_top_of_the_white_dresser,the green plant was on top of the white dresser,1.912,1.2556,37.085,0.7852,dpp,the_green_plant_was_on_top_of_the_white_dresser,the green plant was on top of the white dresser,the_green_plant_was_on_top_of_the_white_dresser
the_rectangular_mirror_was_hung_above_the_black_sink,the rectangular mirror was hung above the black sink,1.9341,1.4315,33.6285,0.7789,dpp,the_rectangular_mirror_was_hung_above_the_black_sink,the rectangular mirror was hung above the black sink,the_rectangular_mirror_was_hung_above_the_black_sink
the_rectangular_mirror_was_hung_above_the_blue_sink,the rectangular mirror was hung above the blue sink,1.8463,1.2414,36.7428,0.792,dpp,the_rectangular_mirror_was_hung_above_the_blue_sink,the rectangular mirror was hung above the blue sink,the_rectangular_mirror_was_hung_above_the_blue_sink
the_rectangular_painting_was_hung_above_the_silver_couch,the rectangular painting was hung above the silver couch,2.0381,1.3517,32.979,0.7543,dpp,the_rectangular_painting_was_hung_above_the_silver_couch,the rectangular painting was hung above the silver couch,the_rectangular_painting_was_hung_above_the_silver_couch
